,0
1520,"It locks opponents in place with its left hand, immobilizing them by entirely dousing their bodies with poisonous liquid."
1521,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
1522,This hearty Pokémon survived the Ice Age. It’s incredibly popular in very hot regions.
1523,"This Pokémon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt."
1524,"Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped."
1525,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
1526,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
1527,It sprays its enemies with grains of ice to freeze them. Most Vanillish in Alola are smaller than average.
1528,It conceals itself from enemy eyes by creating many small ice particles and hiding among them.
1529,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma."
1530,The volcanoes on its back have a major eruption every 10 years--or whenever it becomes really angry.
1531,"It has volcanoes on its back. If magma builds up in its body, it shudders, then erupts violently."
1532,It lives in the crater of a volcano. It is well known that the humps on its back erupt every 10 years.
1533,"Camerupt has a volcano inside its body. Magma of 18,000 degrees Fahrenheit courses through its body. Occasionally, the humps on this Pokémon’s back erupt, spewing the superheated magma."
1534,"A POKéMON that lives in the crater of a volcano. Every 10 years, the volcanoes on its back erupt violently. Research is under way on the cause of eruption."
1535,"If angered, the humps on its back erupt in a shower of molten lava. It lives in the craters of volcanoes."
1536,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.
1537,The humps on CAMERUPT’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This POKéMON apparently erupts often when it is enraged.
1538,A GROTLE that lives in the forest is said to have its own secret springwater.
1539,The shell is hardened soil. Some Pokémon come to peck the berries growing on the trees on its back.
1540,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell."
1541,It knows where pure water wells up. It carries fellow Pokémon there on its back.
1542,It has mastered fast and powerful fighting moves. It grows a beard of fire.
1543,A flaring beard of fire is proof that it is fired up. It is adept at using many different moves.
1544,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
1545,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
1546,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
1547,Their beautiful form comes from the muscles they have developed. They run silently in the night.
1548,Popplio gets on top of its bouncy water balloons to jump higher. It’s quite the acrobatic fighter!
1549,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.
1550,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
1551,The balloons it inflates with its nose grow larger and larger as it practices day by day.
1552,"When VAPOREON's fins begin to vibrate, it is a sign that rain will come within a few hours."
1553,"Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon."
1554,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s.
1555,"It prefers beautiful shores. With cells similar to water molecules, it could melt in water."
1556,It has evolved to be suitable for an aquatic life. It can invisibly melt away into water.
1557,Its cell structure is similar to water molecules. It will melt away and become invisible in water.
1558,"Clean, clear waters are its usual habitat. When it’s about to be attacked by an invading enemy, it dives into the water to hide."
1559,"It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours."
1560,"Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water."
1561,VAPOREON underwent a spontaneous mutation and grew fins and gills that allow them to live underwater. They have the ability to freely control water.
1562,"Its cell composition is similar to water molecules. As a result, it can melt away into water."
1563,"When VAPOREON’s fins begin to vibrate, it is a sign that rain will come within a few hours."
1564,Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.
1565,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.
1566,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid's.
1567,Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid.
1568,"As it uses the fins on the tip of its tail to swim, it blends with the water perfectly."
1569,VAPOREON underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This POKéMON has the ability to freely control water.
1570,"Dusclops’s body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out."
1571,It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery.
1572,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding."
1573,"DUSCLOPS absorbs anything, however large the object may be. This POKéMON hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do DUSCLOPS’s bidding."
1574,"Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole."
1575,Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away.
1576,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out."
1577,Its body is hollow. It is said that those who look into its body are sucked into the void.
1578,"It is thought that its body is hollow with only a spectral ball of fire burning inside. However, no one has been able to confirm this theory as fact."
1579,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
1580,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked."
1581,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.
1582,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
1583,Each of its grains of sand has its own will. Palossand eats small Pokémon and siphons away their vital essence while they’re still alive.
1584,"Once it has whipped up a sandstorm to halt its opponents in their tracks, this terrifying Pokémon snatches away their vitality."
1585,"Said to have ridden here on a shooting star, Cleffa seem to appear in places where meteorites have struck in the past."
1586,Its silhouette is like a star. It is believed to arrive riding on shooting stars.
1587,"On nights with many shooting stars, they gather in packs and dance in circles. If you should see them, something good will happen!"
1588,"When numerous meteors illuminate the night sky, sightings of CLEFFA strangely increase."
1589,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor."
1590,"Because of its silhouette, it’s believed to be a star reborn. For some reason, it loves Minior."
1591,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew."
1592,"According to local rumors, Cleffa are often seen in places where shooting stars have fallen."
1593,It is often seen when shooting stars fill the night skies. It’s said to arrive riding on a shooting star.
1594,"Because of its unusual, starlike silhouette, people believe that it came here on a meteor."
1595,"If the impact site of a meteorite is found, this POKéMON is certain to be within the immediate area."
1596,Many appear when the night skies are filled with shooting stars. They disappear with sunrise.
1597,"On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these POKéMON quench their thirst with the morning dew."
1598,"On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance until daybreak, when they quench their thirst with the morning dew."
1599,"On late nights illuminated by shooting stars, it gazes intently skyward, as if thinking of its home."
1600,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
1601,This POKéMON was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.
1602,This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.
1603,A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.
1604,"This Pokémon lived in ancient times. On rare occasions, it has been discovered as a living fossil."
1605,"It is a POKéMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years."
1606,A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago.
1607,"KABUTO is a POKéMON that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The POKéMON has not changed at all for 300 million years."
1608,"This POKéMON lived in ancient times. On rare occasions, it has been discovered as a living fossil."
1609,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell."
1610,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years."
1611,"Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow."
1612,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.
1613,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor."
1614,This Pokémon thrived 300 million years ago. It’s said that living specimens can still be seen in a certain region—a rare sight.
1615,A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves.
1616,SHEDINJA is a peculiar POKéMON. It seems to appear unsought in a POKé BALL after a NINCADA evolves. This bizarre POKéMON is entirely immobile - it doesn’t even breathe.
1617,"SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back."
1618,"Shedinja’s hard body doesn’t move—not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this Pokémon will steal the spirit of anyone peering into its hollow body from its back."
1619,A most peculiar POKéMON that somehow appears in a POKé BALL when a NINCADA evolves.
1620,"A strange Pokémon--it flies without moving its wings, has a hollow shell for a body, and does not breathe."
1621,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.
1622,A peculiar POKéMON that floats in air even though its wings remain completely still. The inside of its body is hollow and utterly dark.
1623,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.
1624,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
1625,It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.
1626,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around 10.
1627,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around ten.
1628,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
1629,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
1630,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline."
1631,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile."
1632,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other’s school."
1633,Some people call it “the thug of the lake.” Whether the differences in color are meaningful is not yet known.
1634,"Even Basculin, which devours everything it can with its huge jaws, is nothing more than food to organisms stronger than itself."
1635,"When a school of Basculin appears in a lake, everything else disappears, except for Corphish and Crawdaunt. That’s how violent Basculin are."
1636,Red- and blue-striped Basculin are very violent and always fighting. They are also remarkably tasty.
1637,"Savage, violent Pokémon, red and blue Basculin are always fighting each other over territory."
1638,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely."
1639,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
1640,Crabrawler has been known to mistake Exeggutor for a coconut tree and climb it. The enraged Exeggutor shakes it off and stomps it.
1641,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious."
1642,Its hard pincers are well suited to both offense and defense. Fights between two Crabrawler are like boxing matches.
1643,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
1644,It communicates using telepathy. Its body is covered in down that refracts light to make it invisible.
1645,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe."
1646,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.
1647,They make a small herd of only several members. They rarely make contact with people or other POKéMON. They disappear if they sense enemies.
1648,Its body is covered with a down that can refract light in such a way that it becomes invisible.
1649,LATIAS is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The POKéMON enfolds its body with its down and refracts light to alter its appearance.
1650,It can telepathically communicate with people. It changes its appearance using its down that refracts light.
1651,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe."
1652,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.
1653,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
1654,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
1655,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel."
1656,"When its fighting spirit is set alight, the flames around its waist become especially intense."
1657,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
1658,"Whether or not it’s a Pokémon from this world is a mystery. When it’s in a jam, it warps away to a safe place to hide."
1659,"In ages past, it was called the child of the stars. It’s said to be a Pokémon from another world, but no specific details are known."
1660,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
1661,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care."
1662,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot."
1663,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.
1664,"Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate."
1665,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
1666,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people."
1667,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
1668,"It stretches sticky vines out from its head and picks flowers to adorn itself with. When it doesn’t have any flowers, it feels uneasy."
1669,It picks flowers and sticks them to its body with fluids it produces. The aroma that wafts from its petals has a healing effect.
1670,"It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants."
1671,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.
1672,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
1673,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
1674,The bloom on top of its head opens and closes as the temperature fluctuates up and down.
1675,It blooms when the weather warms. It floats in the sky to soak up as much sunlight as possible.
1676,"It blossoms when the temperature rises above 64 degrees F. Because its flower’s blooming changes with the temperature, it is sometimes used as a thermometer."
1677,It spreads its petals to absorb sunlight. It also floats in the air to get closer to the sun.
1678,"Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer."
1679,"SKIPLOOM’s flower blossoms when the temperature rises above 64 degrees F. How much the flower opens depends on the temperature. For that reason, this POKéMON is sometimes used as a thermometer."
1680,"As soon as it rains, it closes its flower and hides in the shade of a tree to avoid getting wet."
1681,It is born large to start with. It repeatedly sheds its skin as it steadily grows longer.
1682,"It sheds many layers of skin as it grows larger. During this process, it is protected by a rapid waterfall."
1683,This Pokémon is full of life energy. It continually sheds its skin and grows steadily larger.
1684,It grows by molting repeatedly. Boots made from the tanned cast-off skin are a super luxury item.
1685,A DRATINI continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.
1686,"It’s still weak, so it lurks on the floor of bodies of water, eating whatever food sinks down and living a quiet life."
1687,It sheds its skin—almost on a daily basis—and grows larger. Its skin is soft just after it’s been shed.
1688,Even the young can exceed 6.5 feet in length. It grows larger by repeatedly shedding skin.
1689,It is called the “Mirage Pokémon” because so few have seen it. Its shed skin has been found.
1690,"After a 10-hour struggle, a fisherman was able to pull one up and confirm its existence."
1691,DRATINI continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.
1692,Long considered a mythical POKéMON until recently when a small colony was found living underwater.
1693,"Long considered a mythical POKéMON until recently, when a small colony was found living underwater."
1694,Dratini continually molts and sloughs off its old skin. It does so because the life energy within its body steadily builds to reach uncontrollable levels.
1695,This POKéMON is full of life energy. It continually sheds its skin and grows steadily larger.
1696,The existence of this mythical POKéMON was only recently confirmed by a fisherman who caught one.
1697,"To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it can’t move as well."
1698,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
1699,"When it finds others of its kind, they all stick together. When enough of them have collected, the mass resembles a cumulonimbus cloud."
1700,"Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy, light and airy— altogether top quality."
1701,"When attacked, it expels cotton from its body to create a diversion. The cotton it loses grows back in quickly."
1702,"They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees."
1703,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
1704,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
1705,A Pokémon spoken of in legend. It is said that time began moving when DIALGA was born.
1706,A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.
1707,A legendary Pokémon of Sinnoh. It is said that time flows when Dialga’s heart beats.
1708,This Pokémon completely controls the flow of time. It uses its power to travel at will through the past and future.
1709,A legendary Pokémon of Sinnoh. It is said that time flows when DIALGA’s heart beats.
1710,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
1711,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness."
1712,"Because of its sweet, delicious aroma, bird Pokémon are always after it, but it’s not intelligent enough to care."
1713,It tries to resist being swallowed by a bird Pokémon by spinning the sepals on its head. It’s usually a fruitless attempt.
1714,It anchors itself by wrapping twigs with the silk from its body. It motionlessly awaits evolution.
1715,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk."
1716,It wraps silk around the branches of a tree. It drinks rainwater on its silk while awaiting evolution.
1717,"Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
1718,It conserves its energy by moving as little as possible. It awaits evolution while drinking only a little rainwater.
1719,"SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
1720,It drinks dew that collects on its silk and waits for evolution. Its hard cocoon repels attacks.
1721,"Having wrapped silk around the branches of a tree, it quiescently awaits evolution."
1722,It prepares for evolution using the energy it stored while it was a WURMPLE. It keeps watch over the surroundings with its two eyes.
1723,"SILCOON was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this POKéMON slakes its thirst by drinking rainwater that collects on its silk."
1724,"Extremely powerful, they can DIG through even the hardest ground to a depth of over 60 miles."
1725,"Its metallic whiskers are heavy, so it’s not very fast, but it has the power to dig through bedrock."
1726,"While the three of them normally get along splendidly, on rare occasions a huge fight will break out over which head gets to eat first."
1727,"Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow."
1728,Dugtrio’s heads are sleek and smooth and incredibly hard. It can dig through any soil with its headbutts.
1729,"A team of triplets that can burrow over 60 MPH. Due to this, some people think it's an earthquake."
1730,"These Pokémon are cherished in the Alola region, where they are thought to be feminine deities of the land incarnate."
1731,"In battle, it digs through the ground and strikes the unsuspecting foe from an unexpected direction."
1732,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
1733,These DIGLETT triplets dig over 60 miles below sea level. No one knows what it's like underground.
1734,Its shining gold hair provides it with protection. It’s reputed that keeping any of its fallen hairs will bring bad luck.
1735,"Its three heads move alternately, driving it through tough soil to depths of over 60 miles."
1736,"Despite the closeness between this Pokémon and farmers and other people, no one has ever seen the parts of it concealed underground."
1737,"DUGTRIO are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly."
1738,"Because the triplets originally split from one body, they think exactly alike. They work cooperatively to burrow endlessly through the ground."
1739,Its shining gold whiskers are advanced sensors that can detect vibrations from sounds several miles away.
1740,"Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles."
1741,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly."
1742,This set of triplets moves cooperatively. It’s the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.
1743,"Through daily meditation, it hones its spiritual power. It can sense what others are thinking."
1744,"It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains."
1745,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating."
1746,"It elegantly avoids attacks with dance-like steps, then launches a devastating blow in the same motion."
1747,It gains the ability to see the aura of its opponents by honing its mind through starvation.
1748,"Through the power of meditation, MEDICHAM developed its sixth sense. It gained the ability to use psychokinetic powers. This POKéMON is known to meditate for a whole month without eating."
1749,"Through crushingly harsh yoga training, it gained the power to foretell its foe’s actions. It battles with elegant, dance-like movement."
1750,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains."
1751,"Through yoga training, it gained the psychic power to predict its foe’s next move."
1752,"Through yoga training, it has honed its sixth sense. Its movements are elegant."
1753,"It is believed to have shaped REGIROCK, REGICE, and REGISTEEL out of clay, ice, and magma."
1754,There is an enduring legend that states this Pokémon towed continents with ropes.
1755,"It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma."
1756,Scientists interested in its great regenerative capabilities are currently analyzing the materials from which its cells are made.
1757,The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.
1758,"Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes."
1759,It lives along bodies of water. Its body shape has changed to suit its habitat.
1760,"Purple mucus sticks to the hands of anyone who touches it. Take care, as the substance is troublesome to wash off. "
1761,"Its colors and shapes differ from region to region. In the Sinnoh region, two types are confirmed."
1762,"When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat."
1763,"Beware of pushing strongly on its squishy body, as it makes a mysterious purple fluid ooze out."
1764,"When it senses danger, it gushes a purple liquid. Some theories suggest this liquid is a greasy sweat induced by stress."
1765,"Its shape and coloration vary, depending on its habitat."
1766,"For the most part, it makes its home along the seashore. Its color and form differ according to its habitat and the quality of its food."
1767,"While they normally live in the sea, they can function on land, too, until their skin dries out."
1768,"It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
1769,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.
1770,"LOMBRE’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this POKéMON’s hands. LOMBRE is often mistaken for a human child."
1771,It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.
1772,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child."
1773,"In the evening, it takes great delight in popping out of rivers and startling people. It feeds on aquatic moss that grows on rocks in the riverbed."
1774,"Lombre is nocturnal—it will get active after dusk. It is also a mischief maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
1775,It lives at the water’s edge where it is sunny. It sleeps on a bed of water-grass by day and becomes active at night.
1776,"LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
1777,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
1778,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
1779,The heads on their arms do not have brains. They use all three heads to consume and destroy everything.
1780,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
1781,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts."
1782,"When it is resolute, its body fills with power and it becomes swifter. Its jumps are then too fast to follow."
1783,The soul of seaweed adrift in the waves became reborn as this Pokémon. It maintains itself with new infusions of seabed detritus and seaweed.
1784,It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord.
1785,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
1786,"Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp."
1787,"An Ultra Beast that lives in a different world, it cackles wildly as it sprays its opponents with poison from the needles on its head."
1788,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
1789,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
1790,"It savagely threatens foes with bared fangs. It chases after fleeing targets tenaciously. It turns tail and runs, however, if the foe strikes back."
1791,It has a very tenacious nature. Its acute sense of smell lets it chase a chosen prey without ever losing track.
1792,"A Pokémon with a persistent nature, it chases its chosen prey until the prey becomes exhausted."
1793,"It chases its prey until the victim becomes exhausted. However, it turns tail if the prey strikes back."
1794,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.
1795,POOCHYENA is an omnivore - it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This POKéMON tries to intimidate its foes by making the hair on its tail bristle out.
1796,"At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
1797,"When two ELECTABUZZ touch, they control the electric currents to communicate their feelings."
1798,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
1799,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue."
1800,"If a major power outage occurs, it is certain that this POKéMON has eaten electricity at a power plant."
1801,Electricity permeates its body. It swings its arms round and round to charge up electricity before unleashing a punch.
1802,"While it’s often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company."
1803,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
1804,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
1805,"When a storm arrives, gangs of this POKéMON compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use ELECTABUZZ in place of lightning rods."
1806,Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.
1807,"When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use ELECTABUZZ in place of lightning rods."
1808,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
1809,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
1810,"Normally found near power plants, they can wander away and cause major blackouts in cities."
1811,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
1812,Electricity leaks from it in amounts far greater than the amount of electricity it eats.
1813,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
1814,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
1815,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
1816,A Pokémon that gained vastly enhanced flying performance by having its legs turn into wings.
1817,The development of wings on its legs enables it to fly fast but also makes it tough to stop and rest.
1818,CROBAT sneaks up on its intended prey using wings that barely make a sound. This POKéMON rests by hanging on a tree branch with its rear legs that serve as wings.
1819,"Over the course of evolution, its hind legs turned into wings. By alternately resting its front and rear wings, it can fly all day without having to stop."
1820,Crobat sneaks up on its intended prey using wings that barely make a sound. This Pokémon rests by hanging on a tree branch with its rear legs that serve as wings.
1821,"The transformation of its legs into wings made it better at flying, but more clumsy at walking."
1822,"Both its legs became wings, and as a result, it can’t move well on the ground. All it can do is crawl around."
1823,"It feeds on the blood of living people and Pokémon. If it can’t drink any blood for even a short while, it becomes weak and unable to fly."
1824,"If this Pokémon is flying by fluttering only a pair of wings on either the forelegs or hind legs, it’s proof that Crobat has been flying a long distance. It switches the wings it uses if it is tired."
1825,Having four wings enables it to fly faster and more quietly. It turns active when the night comes.
